Query	Match	Name	Organism
pcaD	WP_002965994	MULTISPECIES: 3-oxoadipate enol-lactonase [Brucella]	Brucella
pcaG_2	WP_004681926	MULTISPECIES: protocatechuate 3,4-dioxygenase subunit alpha [Brucella]	Brucella
pcaI	WP_004684941	MULTISPECIES: 3-oxoacid CoA-transferase subunit A [Brucella]	Brucella
pcaQ	WP_004681924	MULTISPECIES: pca operon transcription factor PcaQ [Brucella]	Brucella
pdeM	WP_004682184	MULTISPECIES: ligase-associated DNA damage response endonuclease PdeM [Brucella]	Brucella
pdhA	WP_002964258	MULTISPECIES: pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha [Brucella]	Brucella
pdxA	WP_004683429	MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Brucella]	Brucella
pdxH	WP_002971565	MULTISPECIES: pyridoxamine 5'-phosphate oxidase [Brucella]	Brucella
pdxJ	WP_002964495	MULTISPECIES: pyridoxine 5'-phosphate synthase [Brucella]	Brucella
pdxY	WP_004684305	MULTISPECIES: pyridoxal kinase PdxY [Brucella]	Brucella
pepA	WP_002963831	MULTISPECIES: leucyl aminopeptidase [Brucella]	Brucella
pepE	WP_004690850	MULTISPECIES: Xaa-Pro peptidase family protein [Brucella]	Brucella
pepE	WP_006168254	MULTISPECIES: Xaa-Pro peptidase family protein [Brucella]	Brucella
pepN	WP_004685516	MULTISPECIES: aminopeptidase N [Brucella]	Brucella
petA	WP_002964648	MULTISPECIES: ubiquinol-cytochrome c reductase iron-sulfur subunit [Brucella]	Brucella
pgeF	WP_004685786	MULTISPECIES: peptidoglycan editing factor PgeF [Brucella]	Brucella
pgi	WP_004682840	MULTISPECIES: glucose-6-phosphate isomerase [Brucella]	Brucella
pgk	WP_002964816	MULTISPECIES: phosphoglycerate kinase [Brucella]	Brucella
pgl	WP_002968509	MULTISPECIES: 6-phosphogluconolactonase [Brucella]	Brucella
pgl_1	WP_002968509	MULTISPECIES: 6-phosphogluconolactonase [Brucella]	Brucella
pgsA	WP_002963840	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Brucella]	Brucella
pgsA_1	WP_160370997	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Brucella abortus]	Brucella abortus
pgsA_2	WP_008935580	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [unclassified Brucella]	unclassified Brucella
pheS	WP_002967041	MULTISPECIES: phenylalanine--tRNA ligase subunit alpha [Brucella]	Brucella
phiA	WP_004685352	peptidoglycan hydrolase inhibitor PhiA [Brucella melitensis]	Brucella melitensis
phnF	WP_004685665	phosphonate metabolism transcriptional regulator PhnF [Brucella melitensis]	Brucella melitensis
phnN	WP_004685664	MULTISPECIES: phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN [Brucella]	Brucella
phoA	WP_006252125	alkaline phosphatase [Brucella canis]	Brucella canis
phoA	WP_002964329	MULTISPECIES: alkaline phosphatase [Brucella]	Brucella
phoA	WP_002967731	MULTISPECIES: alkaline phosphatase [Brucella]	Brucella
phoA	WP_004689756	alkaline phosphatase [Brucella suis]	Brucella suis
phoA	WP_008934151	alkaline phosphatase [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
phoA	WP_029077457	alkaline phosphatase, partial [Brucella melitensis]	Brucella melitensis
phoB	WP_002965207	MULTISPECIES: phosphate regulon transcriptional regulator PhoB [Brucella]	Brucella
phoU	WP_004685301	phosphate signaling complex protein PhoU [Brucella melitensis]	Brucella melitensis
pip	WP_002963479	MULTISPECIES: prolyl aminopeptidase [Brucella]	Brucella
plsX	WP_004683580	MULTISPECIES: phosphate acyltransferase PlsX [Brucella]	Brucella
plsY	WP_004681904	MULTISPECIES: glycerol-3-phosphate 1-O-acyltransferase PlsY [Brucella]	Brucella
pncA	WP_002967816	MULTISPECIES: bifunctional nicotinamidase/pyrazinamidase [Brucella]	Brucella
pncB	WP_002965361	MULTISPECIES: nicotinate phosphoribosyltransferase [Brucella]	Brucella
pnp	WP_004684585	MULTISPECIES: polyribonucleotide nucleotidyltransferase [Brucella]	Brucella
pnp_1	WP_004684585	MULTISPECIES: polyribonucleotide nucleotidyltransferase [Brucella]	Brucella
pnp_2	WP_004689352	polyribonucleotide nucleotidyltransferase [Brucella suis]	Brucella suis
pnp_2	WP_065879787	polyribonucleotide nucleotidyltransferase [Brucella melitensis]	Brucella melitensis
pobA	WP_004681923	MULTISPECIES: 4-hydroxybenzoate 3-monooxygenase [Brucella]	Brucella
polA	WP_006152653	DNA polymerase I [Brucella melitensis]	Brucella melitensis
potE	WP_005974547	amino acid permease [Brucella melitensis]	Brucella melitensis
potH	WP_005971707	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
ppa	WP_002965058	MULTISPECIES: inorganic diphosphatase [Brucella]	Brucella
ppk2	WP_180882020	polyphosphate kinase 2 [Brucella sp. 191011898]	Brucella sp. 191011898
ppk2	WP_002963462	MULTISPECIES: polyphosphate kinase 2 [Brucella]	Brucella
ppx	WP_004683541	MULTISPECIES: exopolyphosphatase [Brucella]	Brucella
preA	WP_004682834	MULTISPECIES: NAD-dependent dihydropyrimidine dehydrogenase subunit PreA [Brucella]	Brucella
prfA	WP_005974327	peptide chain release factor 1 [Brucella melitensis]	Brucella melitensis
prfB	WP_129110906	peptide chain release factor 2 [Brucella abortus]	Brucella abortus
prfB	WP_145925626	peptide chain release factor 2 [Brucella inopinata]	Brucella inopinata
priA	WP_004684271	MULTISPECIES: primosomal protein N' [Brucella]	Brucella
prmC	WP_004685203	peptide chain release factor N(5)-glutamine methyltransferase [Brucella melitensis]	Brucella melitensis
proV	WP_005971161	MULTISPECIES: glycine betaine/L-proline ABC transporter ATP-binding protein ProV [Brucella]	Brucella
prs	WP_002964638	MULTISPECIES: ribose-phosphate pyrophosphokinase [Brucella]	Brucella
pssA	WP_002969805	MULTISPECIES: phosphatidylserine decarboxylase [Brucella]	Brucella
pstA	WP_002965204	MULTISPECIES: phosphate ABC transporter permease PstA [Brucella]	Brucella
pstC	WP_004684572	MULTISPECIES: phosphate ABC transporter permease subunit PstC [Brucella]	Brucella
ptsN	WP_002965409	MULTISPECIES: PTS IIA-like nitrogen regulatory protein PtsN [Brucella]	Brucella
ptsP	WP_004685205	MULTISPECIES: phosphoenolpyruvate--protein phosphotransferase [Brucella]	Brucella
pucI	WP_004685218	NCS1 family nucleobase:cation symporter-1 [Brucella melitensis]	Brucella melitensis
purD	WP_070996559	MULTISPECIES: phosphoribosylamine--glycine ligase [Brucella]	Brucella
purE	WP_002964830	MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide mutase [Brucella]	Brucella
purH	WP_004684287	MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase [Brucella]	Brucella
purK	WP_004686298	MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide synthase [Brucella]	Brucella
purL	WP_002966777	MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurL [Brucella]	Brucella
purN	WP_004685541	phosphoribosylglycinamide formyltransferase [Brucella melitensis]	Brucella melitensis
purQ	WP_004685576	phosphoribosylformylglycinamidine synthase subunit PurQ [Brucella melitensis]	Brucella melitensis
purR	WP_004684700	MULTISPECIES: LacI family DNA-binding transcriptional regulator [Brucella]	Brucella
purS	WP_002963973	MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurS [Brucella]	Brucella
purU	WP_004682299	MULTISPECIES: formyltetrahydrofolate deformylase [Brucella]	Brucella
putA	WP_004684906	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase [Brucella melitensis]	Brucella melitensis
puuC	WP_004685173	MULTISPECIES: aldehyde dehydrogenase [Brucella]	Brucella
puuE	WP_002963511	MULTISPECIES: allantoinase PuuE [Brucella]	Brucella
pyc	WP_004685844	pyruvate carboxylase [Brucella melitensis]	Brucella melitensis
pyk	WP_004685834	pyruvate kinase [Brucella melitensis]	Brucella melitensis
pyrC	WP_006641130	dihydroorotase, partial [Brucella pinnipedialis]	Brucella pinnipedialis
pyrE	WP_004685526	orotate phosphoribosyltransferase [Brucella melitensis]	Brucella melitensis
pyrF	WP_004684566	MULTISPECIES: orotidine-5'-phosphate decarboxylase [Brucella]	Brucella
QRSL1	WP_006092707	MULTISPECIES: amidase family protein [Brucella]	Brucella
queA	WP_127840846	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Brucella melitensis]	Brucella melitensis
queC	WP_002965038	MULTISPECIES: 7-cyano-7-deazaguanine synthase QueC [Brucella]	Brucella
queD	WP_004685238	6-carboxytetrahydropterin synthase QueD [Brucella melitensis]	Brucella melitensis
queE	WP_005974264	7-carboxy-7-deazaguanine synthase QueE [Brucella melitensis]	Brucella melitensis
queF	WP_002964310	MULTISPECIES: preQ(1) synthase [Brucella]	Brucella
queG	WP_004684774	tRNA epoxyqueuosine(34) reductase QueG [Brucella melitensis]	Brucella melitensis
radA	WP_004685467	MULTISPECIES: DNA repair protein RadA [Brucella]	Brucella
radC	WP_002964401	MULTISPECIES: DNA repair protein RadC [Brucella]	Brucella
radD	WP_210243970	DEAD/DEAH box helicase [Brucella melitensis]	Brucella melitensis
raiA	WP_002965408	MULTISPECIES: ribosome-associated translation inhibitor RaiA [Brucella]	Brucella
rarD	WP_004685531	MULTISPECIES: EamA family transporter RarD [Brucella]	Brucella
rbbA	WP_006162963	MULTISPECIES: ribosome-associated ATPase/putative transporter RbbA [Brucella]	Brucella
rbfA	WP_004684583	MULTISPECIES: 30S ribosome-binding factor RbfA [Brucella]	Brucella
rbsA	WP_004689889	MULTISPECIES: sugar ABC transporter ATP-binding protein [Brucella]	Brucella
rbsB	WP_004684847	D-ribose ABC transporter substrate-binding protein [Brucella melitensis]	Brucella melitensis
rbsK	WP_004685156	ribokinase [Brucella melitensis]	Brucella melitensis
rcsC	WP_046722154	PAS domain-containing hybrid sensor histidine kinase/response regulator [Brucella melitensis]	Brucella melitensis
rcsC_1	WP_002966022	MULTISPECIES: response regulator [Brucella]	Brucella
rdgB	WP_004685379	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase [Brucella melitensis]	Brucella melitensis
recA	WP_025198777	recombinase RecA [Brucella neotomae]	Brucella neotomae
recA	WP_002964332	MULTISPECIES: recombinase RecA [Brucella]	Brucella
recA	WP_209408891	recombinase RecA [Brucella sp. 458]	Brucella sp. 458
recF	WP_002965250	MULTISPECIES: DNA replication/repair protein RecF [Brucella]	Brucella
recG	WP_006080518	ATP-dependent DNA helicase RecG [Brucella abortus]	Brucella abortus
recJ	WP_004683938	MULTISPECIES: single-stranded-DNA-specific exonuclease RecJ [Brucella]	Brucella
recN	WP_076771450	MULTISPECIES: DNA repair protein RecN [unclassified Brucella]	unclassified Brucella
recO	WP_002963807	MULTISPECIES: DNA repair protein RecO [Brucella]	Brucella
recR	WP_004684611	MULTISPECIES: recombination mediator RecR [Brucella]	Brucella
regA	WP_004684670	MULTISPECIES: global response regulator transcription factor RegA [Brucella]	Brucella
repA	WP_002966579	MULTISPECIES: plasmid partitioning protein RepA [Brucella]	Brucella
repB	WP_004681115	MULTISPECIES: plasmid partitioning protein RepB [Brucella]	Brucella
rfbC	WP_012676997	MULTISPECIES: dTDP-4-dehydrorhamnose 3,5-epimerase [Brucella]	Brucella
rhaM	WP_002965487	MULTISPECIES: L-rhamnose mutarotase [Brucella]	Brucella
rho	WP_002965128	MULTISPECIES: transcription termination factor Rho [Brucella]	Brucella
ribB	WP_004683068	MULTISPECIES: 3,4-dihydroxy-2-butanone-4-phosphate synthase [Brucella]	Brucella
ribD	WP_004685559	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD [Brucella melitensis]	Brucella melitensis
ribX	WP_236848340	ABC transporter permease [Brucella abortus]	Brucella abortus
rihA	WP_002966573	MULTISPECIES: nucleoside hydrolase [Brucella]	Brucella
rimI	WP_004684575	MULTISPECIES: ribosomal protein S18-alanine N-acetyltransferase [Brucella]	Brucella
rimM	WP_002964983	MULTISPECIES: ribosome maturation factor RimM [Brucella]	Brucella
rimO	WP_004684968	30S ribosomal protein S12 methylthiotransferase RimO [Brucella melitensis]	Brucella melitensis
rimP	WP_002965224	MULTISPECIES: ribosome maturation factor RimP [Brucella]	Brucella
rirA	WP_004681881	MULTISPECIES: iron-responsive transcriptional regulator RirA [Brucella]	Brucella
rlmB	WP_002967741	MULTISPECIES: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Brucella]	Brucella
rlmE	WP_023080746	RlmE family RNA methyltransferase [Brucella sp. 04-5288]	Brucella sp. 04-5288
rlmH	WP_006140618	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Brucella melitensis]	Brucella melitensis
rlmH	WP_094283680	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Brucella ceti]	Brucella ceti
rlmN	WP_004685342	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN [Brucella melitensis]	Brucella melitensis
rnd	WP_004683543	MULTISPECIES: ribonuclease D [Brucella]	Brucella
rnd	WP_006137374	ribonuclease D [Brucella melitensis]	Brucella melitensis
rne	WP_071161025	ribonuclease E [Brucella melitensis]	Brucella melitensis
rnhA	WP_002963635	MULTISPECIES: ribonuclease HI [Brucella]	Brucella
rnhA_1	WP_006230776	ribonuclease HI [Brucella abortus]	Brucella abortus
rnhA_2	WP_002963635	MULTISPECIES: ribonuclease HI [Brucella]	Brucella
rnhB	WP_004683016	MULTISPECIES: ribonuclease HII [Brucella]	Brucella
rnk	WP_008510690	nucleoside diphosphate kinase regulator [Brucella inopinata]	Brucella inopinata
rnpA	WP_004692143	MULTISPECIES: ribonuclease P protein component [Brucella]	Brucella
rnr	WP_005975411	MULTISPECIES: ribonuclease R [Brucella]	Brucella
rocF	WP_004684833	arginase [Brucella melitensis]	Brucella melitensis
rph	WP_004684686	MULTISPECIES: ribonuclease PH [Brucella]	Brucella
rpiA	WP_002964126	MULTISPECIES: ribose-5-phosphate isomerase RpiA [Brucella]	Brucella
rplA	WP_002964373	MULTISPECIES: 50S ribosomal protein L1 [Brucella]	Brucella
rplB	WP_002964359	MULTISPECIES: 50S ribosomal protein L2 [Brucella]	Brucella
rplC	WP_004688461	MULTISPECIES: 50S ribosomal protein L3 [Brucella]	Brucella
rplD	WP_002964361	MULTISPECIES: 50S ribosomal protein L4 [Brucella]	Brucella
rplE	WP_002964350	MULTISPECIES: 50S ribosomal protein L5 [Brucella]	Brucella
rplF	WP_004685699	50S ribosomal protein L6 [Brucella melitensis]	Brucella melitensis
rplI	WP_004683101	MULTISPECIES: 50S ribosomal protein L9 [Brucella]	Brucella
rplJ	WP_002964372	MULTISPECIES: 50S ribosomal protein L10 [Brucella]	Brucella
rplK	WP_002964374	MULTISPECIES: 50S ribosomal protein L11 [Brucella]	Brucella
rplL	WP_002964371	MULTISPECIES: 50S ribosomal protein L7/L12 [Brucella]	Brucella
rplM	WP_002963926	MULTISPECIES: 50S ribosomal protein L13 [Brucella]	Brucella
rplM_1	WP_019443978	50S ribosomal protein L13, partial [Brucella suis]	Brucella suis
rplM_2	WP_060494764	50S ribosomal protein L13 [Brucella melitensis]	Brucella melitensis
rplN	WP_004683923	MULTISPECIES: 50S ribosomal protein L14 [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
rplO	WP_004685698	50S ribosomal protein L15 [Brucella melitensis]	Brucella melitensis
rplP	WP_002964355	MULTISPECIES: 50S ribosomal protein L16 [Brucella]	Brucella
rplQ	WP_002964337	MULTISPECIES: 50S ribosomal protein L17 [Brucella]	Brucella
rplR	WP_002964346	MULTISPECIES: 50S ribosomal protein L18 [Brucella]	Brucella
rplS	WP_187959526	50S ribosomal protein L19 [Brucella sp. 6810]	Brucella sp. 6810
rplT	WP_008503673	MULTISPECIES: 50S ribosomal protein L20 [Brucella]	Brucella
rplU	WP_002967949	MULTISPECIES: 50S ribosomal protein L21 [Brucella]	Brucella
rplV	WP_002964357	MULTISPECIES: 50S ribosomal protein L22 [Brucella]	Brucella
rplX	WP_002964351	MULTISPECIES: 50S ribosomal protein L24 [Brucella]	Brucella
rpmA	WP_002964927	MULTISPECIES: 50S ribosomal protein L27 [Brucella]	Brucella
rpmA_2	WP_141065338	50S ribosomal protein L27 [Brucella melitensis]	Brucella melitensis
rpmB	WP_002965079	MULTISPECIES: 50S ribosomal protein L28 [Brucella]	Brucella
rpmC	WP_002964354	MULTISPECIES: 50S ribosomal protein L29 [Brucella]	Brucella
rpmD	WP_002967737	MULTISPECIES: 50S ribosomal protein L30 [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
rpmE	WP_002964804	MULTISPECIES: 50S ribosomal protein L31 [Brucellaceae]	Brucellaceae
rpmG	WP_002966024	MULTISPECIES: 50S ribosomal protein L33 [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
rpmI	WP_004687777	50S ribosomal protein L35 [Brucella neotomae]	Brucella neotomae
rpoB	WP_004685702	DNA-directed RNA polymerase subunit beta [Brucella melitensis]	Brucella melitensis
rpoC	WP_004685701	DNA-directed RNA polymerase subunit beta' [Brucella melitensis]	Brucella melitensis
rpoD	WP_002964585	MULTISPECIES: RNA polymerase sigma factor RpoD [Brucella]	Brucella
rpoH	WP_002964743	MULTISPECIES: RNA polymerase sigma factor RpoH [Brucella]	Brucella
rpoH_2	WP_006013537	MULTISPECIES: RNA polymerase sigma factor RpoH [Brucella]	Brucella
rpoH_2	WP_008507280	RNA polymerase sigma factor RpoH [Brucella inopinata]	Brucella inopinata
rpoH_3	WP_183657221	RNA polymerase sigma factor RpoH [Brucella daejeonensis]	Brucella daejeonensis
rpoN	WP_127840842	RNA polymerase factor sigma-54 [Brucella melitensis]	Brucella melitensis
rpsA	WP_002965274	MULTISPECIES: 30S ribosomal protein S1 [Brucella]	Brucella
rpsB	WP_002964289	MULTISPECIES: 30S ribosomal protein S2 [Brucella]	Brucella
rpsC	WP_004683924	MULTISPECIES: 30S ribosomal protein S3 [Brucella]	Brucella
rpsD	WP_005973411	30S ribosomal protein S4 [Brucella melitensis]	Brucella melitensis
rpsE	WP_183650425	30S ribosomal protein S5 [Brucella daejeonensis]	Brucella daejeonensis
rpsF	WP_006072256	30S ribosomal protein S6 [Brucella suis]	Brucella suis
rpsG	WP_002964365	MULTISPECIES: 30S ribosomal protein S7 [Brucella]	Brucella
rpsH	WP_004683921	MULTISPECIES: 30S ribosomal protein S8 [Brucella]	Brucella
rpsI	WP_004683599	MULTISPECIES: 30S ribosomal protein S9 [Brucella]	Brucella
rpsI_1	WP_004683599	MULTISPECIES: 30S ribosomal protein S9 [Brucella]	Brucella
rpsJ	WP_002964363	MULTISPECIES: 30S ribosomal protein S10 [Hyphomicrobiales]	Hyphomicrobiales
rpsK	WP_002964339	MULTISPECIES: 30S ribosomal protein S11 [Brucellaceae]	Brucellaceae
rpsL	WP_002964366	MULTISPECIES: 30S ribosomal protein S12 [Hyphomicrobiales]	Hyphomicrobiales
rpsM	WP_152830121	30S ribosomal protein S13 [Brucella abortus]	Brucella abortus
rpsN	WP_002964349	MULTISPECIES: 30S ribosomal protein S14 [Brucella]	Brucella
rpsO	WP_002965230	MULTISPECIES: 30S ribosomal protein S15 [Brucella]	Brucella
rpsP	WP_103053200	30S ribosomal protein S16 [Brucella melitensis]	Brucella melitensis
rpsQ	WP_002964353	MULTISPECIES: 30S ribosomal protein S17 [Brucella]	Brucella
rpsS	WP_002964358	MULTISPECIES: 30S ribosomal protein S19 [Hyphomicrobiales]	Hyphomicrobiales
rpsT	WP_002965247	MULTISPECIES: 30S ribosomal protein S20 [Brucella]	Brucella
rseP	WP_004685680	RIP metalloprotease RseP [Brucella melitensis]	Brucella melitensis
rsfS	WP_005970775	MULTISPECIES: ribosome silencing factor [Brucella]	Brucella
rsmA	WP_002963824	MULTISPECIES: 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Brucella]	Brucella
rsmB	WP_004687424	MULTISPECIES: RsmB/NOP family class I SAM-dependent RNA methyltransferase [Brucella]	Brucella
rsmC_1	WP_004689353	class I SAM-dependent methyltransferase [Brucella suis]	Brucella suis
rsmD	WP_210340051	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD, partial [Brucella melitensis]	Brucella melitensis
rsmG	WP_002967027	MULTISPECIES: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG [Brucella]	Brucella
rsmH	WP_025198850	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Brucella melitensis]	Brucella melitensis
rsmI	WP_002965426	MULTISPECIES: 16S rRNA (cytidine(1402)-2'-O)-methyltransferase [Brucella]	Brucella
rutD	WP_002967049	MULTISPECIES: alpha/beta hydrolase [Brucella]	Brucella
rutR	WP_006209978	TetR/AcrR family transcriptional regulator [Brucella abortus]	Brucella abortus
ruvA	WP_199057913	Holliday junction branch migration protein RuvA [Ochrobactrum sp. Q0168]	Ochrobactrum sp. Q0168
ruvB	WP_004684152	MULTISPECIES: Holliday junction branch migration DNA helicase RuvB [Brucella]	Brucella
ruvC	WP_002964793	MULTISPECIES: crossover junction endodeoxyribonuclease RuvC [Brucella]	Brucella
ruvX	WP_004684953	MULTISPECIES: Holliday junction resolvase RuvX [Brucella]	Brucella
sasA	WP_206457688	ATP-binding protein [Brucella melitensis]	Brucella melitensis
sbmA	WP_002963536	MULTISPECIES: peptide antibiotic transporter SbmA [Brucella]	Brucella
scpA	WP_127840806	methylmalonyl-CoA mutase [Brucella melitensis]	Brucella melitensis
scpB	WP_002964011	MULTISPECIES: SMC-Scp complex subunit ScpB [Brucella]	Brucella
sdhC	WP_002971918	MULTISPECIES: succinate dehydrogenase, cytochrome b556 subunit [Brucella]	Brucella
sdhD	WP_004684440	MULTISPECIES: succinate dehydrogenase, hydrophobic membrane anchor protein [Brucella]	Brucella
secA	WP_002965012	MULTISPECIES: preprotein translocase subunit SecA [Brucella]	Brucella
secB	WP_002965136	MULTISPECIES: protein-export chaperone SecB [Brucella]	Brucella
secD	WP_004685724	protein translocase subunit SecD [Brucella melitensis]	Brucella melitensis
secDF	WP_014490079	MULTISPECIES: protein translocase subunit SecDF [Brucella]	Brucella
secDF	WP_004685596	protein translocase subunit SecDF [Brucella melitensis]	Brucella melitensis
secE	WP_061346481	MULTISPECIES: preprotein translocase subunit SecE [Brucella]	Brucella
secG	WP_006165912	preprotein translocase subunit SecG [Brucella sp. 63/311]	Brucella sp. 63/311
secY	WP_004683919	MULTISPECIES: preprotein translocase subunit SecY [Brucella]	Brucella
serA	WP_004681827	MULTISPECIES: phosphoglycerate dehydrogenase [Brucella]	Brucella
serB	WP_025198848	phosphoserine phosphatase SerB [Brucella melitensis]	Brucella melitensis
serS	WP_004683702	MULTISPECIES: serine--tRNA ligase [Brucella]	Brucella
sfsA	WP_002964399	MULTISPECIES: DNA/RNA nuclease SfsA [Brucella]	Brucella
sigF	WP_004681156	MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Brucella]	Brucella
slyA	WP_005971132	MULTISPECIES: MarR family transcriptional regulator [Brucella]	Brucella
smc	WP_127840816	chromosome segregation SMC family protein [Brucella melitensis]	Brucella melitensis
smpB	WP_002963791	MULTISPECIES: SsrA-binding protein SmpB [Brucella]	Brucella
socB	WP_005975167	hypothetical protein [Brucella melitensis]	Brucella melitensis
soxD	WP_002965477	MULTISPECIES: sarcosine oxidase subunit delta [Brucella]	Brucella
speB	WP_004685565	MULTISPECIES: agmatinase [Brucella]	Brucella
speB_1	WP_017403772	arginase family protein, partial [Brucella abortus]	Brucella abortus
sppA	WP_004685372	signal peptide peptidase SppA [Brucella melitensis]	Brucella melitensis
sseA	WP_002964174	MULTISPECIES: 3-mercaptopyruvate sulfurtransferase [Brucella]	Brucella
styD	WP_077281786	MULTISPECIES: aldehyde dehydrogenase family protein [Brucella]	Brucella
sucC	WP_002964994	MULTISPECIES: ADP-forming succinate--CoA ligase subunit beta [Brucella]	Brucella
sucD	WP_004684457	MULTISPECIES: succinate--CoA ligase subunit alpha [Brucella]	Brucella
sufA	WP_002964063	MULTISPECIES: Fe-S cluster assembly scaffold SufA [Brucella]	Brucella
sufB	WP_004685611	Fe-S cluster assembly protein SufB [Brucella melitensis]	Brucella melitensis
sufC	WP_004685612	Fe-S cluster assembly ATPase SufC [Brucella melitensis]	Brucella melitensis
sufD	WP_004683721	MULTISPECIES: Fe-S cluster assembly protein SufD [Brucella]	Brucella
sugA	WP_004685057	MULTISPECIES: sugar ABC transporter permease [Brucella]	Brucella
sugE	WP_004683585	MULTISPECIES: quaternary ammonium compound efflux SMR transporter SugE [Brucella]	Brucella
surA	WP_006175682	MULTISPECIES: peptidylprolyl isomerase [Brucella]	Brucella
surE	WP_004683703	MULTISPECIES: 5'/3'-nucleotidase SurE [Brucella]	Brucella
sutR	WP_002969195	MULTISPECIES: helix-turn-helix domain-containing protein [Brucella]	Brucella
takP	WP_004685437	MULTISPECIES: TRAP transporter substrate-binding protein [Brucella]	Brucella
tam	WP_004691577	MULTISPECIES: trans-aconitate 2-methyltransferase [Brucella]	Brucella
tatB	WP_113002105	Sec-independent protein translocase protein TatB, partial [Brucella melitensis]	Brucella melitensis
tatC	WP_006258476	twin-arginine translocase subunit TatC [Brucella melitensis]	Brucella melitensis
tdh	WP_004685650	MULTISPECIES: zinc-dependent alcohol dehydrogenase family protein [Brucella]	Brucella
tenA	WP_002965459	MULTISPECIES: thiaminase II [Brucella]	Brucella
tesB	WP_004684432	MULTISPECIES: acyl-CoA thioesterase II [Brucella]	Brucella
tetA	XP_037877428	tetracycline resistance protein, class C-like, partial [Bombyx mori]	domestic silkworm
tgt_2	WP_005968547	MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt [Brucella]	Brucella
thcD	WP_234430212	FAD/NAD(P)-binding oxidoreductase, partial [Brucella melitensis]	Brucella melitensis
thiD	WP_002967109	MULTISPECIES: bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase [Brucella]	Brucella
thiG	WP_002965461	MULTISPECIES: thiamine phosphate synthase [Brucella]	Brucella
thiO	WP_004685389	FAD-dependent oxidoreductase [Brucella melitensis]	Brucella melitensis
thiP	WP_025198853	thiamine/thiamine pyrophosphate ABC transporter permease ThiP [Brucella melitensis]	Brucella melitensis
thiQ	WP_004685837	thiamine ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
thiS	WP_002965463	MULTISPECIES: sulfur carrier protein ThiS [Brucella]	Brucella
thpR	WP_004684641	MULTISPECIES: RNA 2',3'-cyclic phosphodiesterase [Brucella]	Brucella
thrB	WP_004685478	MULTISPECIES: homoserine kinase [Brucella]	Brucella
thrS	WP_127840843	threonine--tRNA ligase [Brucella melitensis]	Brucella melitensis
tilS	WP_004684147	MULTISPECIES: tRNA lysidine(34) synthetase TilS [Brucella]	Brucella
tkt	WP_004684164	MULTISPECIES: transketolase [Brucella]	Brucella
tldD	WP_004685475	metalloprotease TldD [Brucella melitensis]	Brucella melitensis
tme	WP_002971725	MULTISPECIES: malate dehydrogenase [Brucella]	Brucella
tnpB	WP_005971408	MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB [Brucella]	Brucella
tolB	WP_002964785	MULTISPECIES: Tol-Pal system beta propeller repeat protein TolB [Brucella]	Brucella
tolQ	WP_002964788	MULTISPECIES: protein TolQ [Brucella]	Brucella
tolR	WP_002964787	MULTISPECIES: protein TolR [Brucella]	Brucella
topA	WP_032449677	MULTISPECIES: type I DNA topoisomerase [Brucella]	Brucella
topA	WP_002968433	MULTISPECIES: type I DNA topoisomerase [Brucella]	Brucella
