Query	Match	PIdent	Length	Mismatches	Gapopen	QStart	QEnd	SStart	SSend	Evalue	Bitscore	Taxa
group_2946	WP_141049089	100	128	0	0	384	1	1	128	3.98e-84	252	29459
group_2947	WP_004686417	100	564	0	0	1692	1	1	564	0	1152	29459
group_2947	WP_006203310	100	564	0	0	1692	1	1	564	0	1152	29461
group_2947	WP_006165970	100	564	0	0	1692	1	1	564	0	1152	1160235
group_2947	WP_006087869	100	564	0	0	1692	1	1	564	0	1152	235
group_2947	WP_006141555	100	564	0	0	1692	1	1	564	0	1152	234
group_2947	WP_004685702	100	564	0	0	1692	1	1	564	0	1152	29459
group_2947	WP_101419812	100	564	0	0	1692	1	1	564	0	1152	29459
group_2947	WP_075630212	100	564	0	0	1692	1	1	564	0	1152	2632610
group_2947	WP_141065260	100	564	0	0	1692	1	1	564	0	1152	29459
group_2947	WP_006235990	100	564	0	0	1692	1	1	564	0	1152	235
group_2947	WP_154142092	100	564	0	0	1692	1	1	564	0	1152	2632610
group_2947	WP_002966855	100	564	0	0	1692	1	1	564	0	1152	234
group_2947	WP_054173967	100	564	0	0	1692	1	1	564	0	1152	235
group_2947	WP_004691707	100	564	0	0	1692	1	1	564	0	1152	234
group_2947	WP_006642893	100	564	0	0	1692	1	1	564	0	1152	234
group_2948	WP_011005396	98.99	99	1	0	297	1	1	99	2.67e-62	198	234
group_2949	WP_002968119	100	276	0	0	828	1	1	276	0	574	234
group_2949	WP_023080451	100	276	0	0	828	1	1	276	0	574	29461
group_2950	WP_105984731	100	50	0	0	150	1	10	59	2.44e-22	97.8	2025889
group_2950	WP_006163993	100	50	0	0	150	1	10	59	2.44e-22	97.8	1160235
group_2951	WP_004692456	100	143	0	0	429	1	150	292	1.96e-99	297	234
group_2952	WP_006193293	100	115	0	0	345	1	1	115	1.81e-77	240	29461
group_2953	WP_006164900	100	453	0	0	1359	1	276	728	0	786	234
group_2953	WP_004692451	100	453	0	0	1359	1	276	728	0	786	234
group_2953	WP_006162154	100	453	0	0	1359	1	276	728	0	786	234
group_2953	WP_004688890	100	453	0	0	1359	1	276	728	0	786	29461
group_2953	WP_004690081	100	453	0	0	1359	1	276	728	0	786	234
group_2953	WP_006175675	100	453	0	0	1359	1	276	728	0	786	234
group_2953	WP_006073420	100	453	0	0	1359	1	276	728	0	786	29461
group_2953	WP_025199241	100	453	0	0	1359	1	276	728	0	786	693750
group_2954	WP_243463244	99.228	259	2	0	777	1	16	274	1.12e-140	409	29461
group_2955	WP_017822066	100	123	0	0	369	1	1	123	8.04e-82	250	29459
group_2956	WP_017750327	100	104	0	0	312	1	200	303	3.14e-52	178	29459
group_2957	WP_019443967	100	88	0	0	264	1	1	88	4.96e-54	176	29461
group_2958	WP_085701458	98.246	57	1	0	171	1	3	59	6.11e-22	92	562
group_2959	WP_154143089	100	79	0	0	237	1	266	344	2.15e-44	157	1844037
group_296	WP_004685121	100	297	0	0	1	891	1	297	0	545	29459
group_2960	WP_141060911	100	98	0	0	354	61	351	448	9.28e-61	202	29459
group_2961	WP_030012182	100	75	0	0	225	1	32	106	2.9e-44	151	29459
group_2962	WP_006139878	100	110	0	0	330	1	1	110	1.08e-69	228	29459
group_2963	WP_141065413	100	162	0	0	486	1	3	164	2.82e-111	324	29459
group_2964	WP_208016363	100	164	0	0	492	1	5	168	8e-113	328	29459
group_2965	WP_017750350	100	130	0	0	390	1	86	215	8.47e-87	262	29459
group_2966	WP_023035738	100	140	0	0	420	1	168	307	1.3e-82	258	235
group_2967	WP_234430376	100	148	0	0	444	1	1	148	2.19e-102	300	29459
group_2968	WP_002969876	100	89	0	0	267	1	15	103	2.62e-35	132	234
group_2969	WP_023598755	99.349	307	2	0	921	1	179	485	0	589	120577
group_2969	WP_008933923	99.349	307	2	0	921	1	192	498	0	589	520448
group_2969	WP_006641669	99.349	307	2	0	921	1	191	497	0	589	120576
group_2969	WP_006155382	99.349	307	2	0	921	1	191	497	0	589	236
group_297	WP_006218662	98.925	465	5	0	1	1395	1	465	0	786	235
group_2970	WP_006012976	100	96	0	0	288	1	1	96	2.08e-61	197	236
group_2971	WP_030012269	100	168	0	0	506	3	48	215	5.17e-99	295	29459
group_2972	WP_243463492	97.38	229	6	0	702	16	1	229	2.56e-141	404	29461
group_2973	WP_234430427	100	138	0	0	414	1	72	209	1.68e-93	278	29459
group_2974	WP_129171565	100	214	0	0	642	1	58	271	1.96e-126	375	36855
group_2975	WP_006267566	100	277	0	0	831	1	423	699	0	577	29459
group_2975	WP_101457028	100	277	0	0	831	1	423	699	0	577	29459
group_2975	WP_004686352	100	277	0	0	831	1	423	699	0	577	234
group_2975	WP_006139298	100	277	0	0	831	1	423	699	0	577	29459
group_2975	WP_203080213	100	277	0	0	831	1	423	699	0	577	29459
group_2976	WP_154707481	99.487	195	1	0	585	1	149	343	2.12e-132	393	29461
group_2977	WP_243463463	100	140	0	0	420	1	99	238	1.73e-94	288	29461
group_2978	WP_243463463	100	103	0	0	309	1	301	403	5.32e-57	190	29461
group_2979	WP_234430453	100	276	0	0	112	939	19	294	1.68e-156	448	29459
group_2980	WP_180881653	99.123	114	1	0	483	142	140	253	1.09e-69	222	2632610
group_2981	WP_006160461	100	174	0	0	522	1	295	468	1.79e-120	360	234
group_2982	WP_206118527	100	122	0	0	366	1	147	268	9.89e-68	222	29459
group_2983	WP_009364884	100	114	0	0	342	1	1	114	1.36e-71	234	693750
group_2984	WP_030012429	100	222	0	0	666	1	1	222	5.58e-158	448	29459
group_2985	WP_164986662	100	126	0	0	396	19	1	126	3.23e-86	261	36855
group_2986	WP_017403423	100	32	0	0	4	99	233	264	2.89e-14	73.2	36855
group_2987	WP_139974108	100	51	0	0	155	3	26	76	6.95e-19	88.6	2583453
group_2989	WP_154167906	100	46	0	0	354	217	426	471	1.34e-23	104	1844039
group_299	WP_004685835	100	583	0	0	1	1749	1	583	0	1124	234
group_2990	WP_023035621	100	72	0	0	216	1	1	72	2.99e-27	112	235
group_2994	WP_002968219	100	186	0	0	1	558	53	238	1.96e-132	380	234
group_2996	WP_210161841	99.561	228	1	0	684	1	15	242	5.61e-156	452	437671
group_2998	WP_004689680	100	33	0	0	99	1	1	33	6.51e-14	72.8	29461
group_2999	WP_075589477	100	58	0	0	174	1	14	71	8.52e-35	122	234
group_3	WP_087920702	100	66	0	0	1	198	41	106	1.32e-42	142	29459
group_30	WP_004684763	100	725	0	0	1	2175	1	725	0	1431	29459
group_300	WP_002964872	100	420	0	0	1	1260	1	420	0	771	234
group_3000	WP_041594717	99.487	195	1	0	585	1	4	198	3.97e-124	364	444163
group_3001	WP_129222386	100	60	0	0	216	37	7	66	3.54e-35	126	36855
group_3002	WP_008936230	100	94	0	0	321	40	372	465	1.14e-58	197	2632610
group_3003	WP_075678938	100	145	0	0	435	1	22	166	5.67e-99	291	235
group_3004	WP_002971243	100	181	0	0	1	543	25	205	2.55e-129	370	234
group_3005	WP_006127242	100	349	0	0	1047	1	1	349	0	635	235
group_3005	WP_006104438	100	349	0	0	1047	1	1	349	0	635	235
group_3006	WP_208016355	100	245	0	0	735	1	15	259	1.05e-177	502	29459
group_3007	WP_006015078	100	65	0	0	195	1	7	71	6.56e-39	134	236
group_3008	WP_006164798	100	79	0	0	258	22	399	477	2.79e-51	167	1160235
group_3009	WP_171379907	100	40	0	0	120	1	48	87	1.09e-20	92.8	419475
group_3011	WP_008933881	99.492	197	1	0	627	37	1	197	5.06e-128	388	520448
group_3012	WP_002964254	98.462	65	1	0	1	195	1	65	2.21e-20	85.5	234
group_3013	WP_008934108	100	38	0	0	114	1	1	38	3.55e-16	79.3	520448
group_3013	WP_004688393	100	38	0	0	114	1	1	38	3.55e-16	79.3	234
group_3014	WP_155835378	99.083	218	2	0	654	1	1	218	4.44e-146	429	1341688
group_3015	WP_153526950	100	100	0	0	300	1	1	100	3.43e-60	204	2592625
group_3016	WP_002963537	100	75	0	0	225	1	50	124	2.48e-47	162	234
group_3016	WP_006146249	100	75	0	0	225	1	50	124	2.48e-47	162	29459
group_3016	WP_008933790	100	75	0	0	225	1	50	124	2.48e-47	162	520448
group_3017	WP_004685594	100	175	0	0	525	1	1	175	6.39e-126	363	29459
group_3021	WP_004691235	100	127	0	0	381	1	28	154	1.76e-64	205	234
group_3022	WP_006091555	100	103	0	0	309	1	42	144	1.01e-67	218	235
group_3022	WP_004682164	100	103	0	0	309	1	42	144	1.01e-67	218	234
group_3023	WP_187960609	100	55	0	0	165	1	303	357	1.11e-28	114	2769351
group_3024	WP_154142761	100	149	0	0	447	1	2651	2799	1.52e-73	249	1844048
group_3025	WP_244442757	100	78	0	0	234	1	2191	2268	3.17e-40	150	29459
group_3025	WP_244424530	100	78	0	0	234	1	2196	2273	3.17e-40	150	29459
group_3025	WP_244445401	100	78	0	0	234	1	2196	2273	3.17e-40	150	29459
group_3028	WP_076778422	97.842	139	3	0	453	37	210	348	3.85e-93	283	2632610
group_3029	WP_154142445	100	43	0	0	129	1	18	60	3.24e-23	93.6	1844045
group_3032	WP_021310775	100	110	0	0	1	330	1	110	4.46e-77	232	29459
group_3034	WP_006171865	100	143	0	0	429	1	6	148	1.41e-97	293	234
group_3035	WP_002970881	100	55	0	0	165	1	1	55	3.47e-31	115	235
group_3036	WP_004682211	100	80	0	0	1	240	1	80	6.66e-76	162	234
group_3037	WP_243463685	100	89	0	0	267	1	1	89	6.75e-54	178	29461
group_3038	WP_002967231	90	70	7	0	1	210	1	70	5.13e-37	130	234
group_3039	WP_019444249	100	142	0	0	426	1	1	142	4.55e-93	283	235
group_304	WP_002964916	100	449	0	0	1	1347	1	449	0	710	234
group_3040	WP_141068128	100	37	0	0	111	1	215	251	8.63e-24	82	29459
group_3041	WP_004684809	100	57	0	0	171	1	42	98	5.26e-31	119	29459
group_3044	WP_002964148	98.182	110	2	0	351	22	10	119	4.32e-72	220	234
group_3045	WP_006144475	98.667	75	1	0	1	225	104	178	7.84e-45	157	29459
group_3046	WP_002965527	100	55	0	0	3	167	24	78	5.8e-33	118	234
group_3046	WP_004687942	100	55	0	0	3	167	24	78	5.8e-33	118	29460
group_3049	WP_004684703	99.539	217	1	0	663	13	34	250	6.94e-155	439	234
group_305	WP_004685353	100	359	0	0	82	1158	1	359	0	685	29459
group_3050	WP_005977864	100	54	0	0	162	1	31	84	1.87e-30	111	234
group_3052	WP_011005396	100	172	0	0	1	516	20	191	7.6e-114	334	234
group_3054	WP_016650512	100	102	0	0	306	1	217	318	2.56e-61	207	236
group_3055	WP_025200720	100	88	0	0	264	1	1	88	2.36e-54	180	235
group_3056	WP_127891173	100	67	0	0	201	1	243	309	1.35e-37	136	29459
group_3057	WP_199719266	98.701	77	1	0	231	1	42	118	3.61e-14	74.7	235
group_3058	WP_006091689	100	90	0	0	270	1	1	90	8.62e-55	184	235
group_3059	WP_002968855	100	37	0	0	1	111	236	272	1.14e-16	79.7	235
group_3060	WP_025200683	99.248	133	1	0	399	1	22	154	1.46e-91	276	235
group_3062	WP_006164488	97.872	94	2	0	282	1	29	122	2.12e-59	199	1160235
group_3063	WP_234430199	100	173	0	0	519	1	94	266	5.09e-101	308	29459
group_3064	WP_069129848	100	186	0	0	1	558	94	279	9.67e-127	367	29459
group_3065	WP_006119332	100	86	0	0	1	258	1	86	9.98e-52	173	235
group_3066	WP_121981533	100	36	0	0	1	108	112	147	2.92e-16	79.7	370111
group_3067	WP_019443612	98.387	62	1	0	132	317	45	106	2.53e-40	127	235
group_3068	WP_008936877	100	68	0	0	204	1	33	100	6.77e-39	142	2632610
group_3068	WP_004687329	100	68	0	0	204	1	33	100	6.77e-39	142	29460
group_3069	WP_069129845	98.649	74	1	0	1	222	1	74	2.59e-33	119	29459
group_307	WP_004685335	100	543	0	0	1	1629	1	543	0	1078	29459
group_3070	WP_012676997	100	80	0	0	240	1	1	80	2.62e-52	171	234
group_3071	WP_154142052	96.094	128	2	1	1	384	1	125	1.03e-82	252	2632610
group_3072	WP_006073533	99.242	132	1	0	1	396	1	132	1.33e-90	268	29461
group_3073	WP_153528474	98.464	521	8	0	1	1563	1	521	0	984	2592625
group_3074	WP_105985127	100	106	0	0	318	1	152	257	6.21e-58	182	2025889
group_3075	WP_006097753	100	114	0	0	1	342	83	196	2e-78	238	235
group_3076	WP_023035731	100	70	0	0	1	210	1	70	1.78e-40	139	235
group_3077	WP_004686851	100	146	0	0	19	456	1	146	6.19e-88	262	234
group_3079	WP_217677600	98.413	63	1	0	387	199	352	414	6.98e-20	94.4	2706015
group_3081	WP_002966354	100	182	0	0	546	1	12	193	1.1e-130	375	234
group_3082	WP_012219724	100	68	0	0	1	204	1	68	1.4e-28	106	235
group_3084	WP_006175837	90	30	3	0	1	90	1	30	8.19e-11	64.3	234
group_3085	WP_004681310	100	227	0	0	681	1	1	227	7.85e-131	384	234
group_3086	WP_195913737	98.734	79	1	0	1	237	1	79	1.83e-42	143	29461
group_3087	WP_243463694	100	253	0	0	759	1	34	286	4.56e-180	511	29461
group_3088	WP_141049132	100	213	0	0	684	46	1	213	4.18e-145	424	29459
group_3089	WP_004681171	97.08	137	4	0	1	411	1	137	1.16e-89	268	234
group_309	WP_002971785	100	339	0	0	1	1017	1	339	0	556	234
group_3090	WP_004688785	98.333	60	1	0	1	180	1	60	2.75e-35	122	234
group_3092	WP_006191549	100	43	0	0	129	1	15	57	2.93e-20	89	234
group_3093	WP_004685897	93.478	184	11	1	594	46	1	184	4.72e-122	356	234
group_3094	WP_006153312	100	141	0	0	423	1	21	161	1.31e-99	301	29459
group_3095	WP_076772272	100	95	0	0	285	1	62	156	4.64e-62	200	2632610
group_3096	WP_006123332	100	38	0	0	114	1	23	60	1.26e-17	82.8	235
group_3097	WP_004690463	100	93	0	0	279	1	4	96	5.97e-60	193	234
group_3098	WP_006163337	98.113	106	2	0	324	7	1	106	6.58e-53	175	1160235
group_310	WP_006163792	100	372	0	0	76	1191	1	372	0	726	234
group_3101	WP_002967875	100	83	0	0	273	25	182	264	6.12e-51	170	235
group_3102	WP_004684121	100	154	0	0	1	462	19	172	6.42e-107	311	234
group_3103	WP_004692021	97.468	79	2	0	1	237	1	79	3.73e-48	160	234
group_3104	WP_004687871	100	74	0	0	1	222	52	125	2.41e-46	153	234
group_3105	WP_006191171	100	126	0	0	1	378	1	126	7.82e-56	180	234
group_3107	WP_057056720	100	40	0	0	1	120	18	57	4.45e-17	83.2	235
group_3108	WP_004684584	100	301	0	0	1	903	24	324	0	608	234
group_311	WP_004684576	100	267	0	0	1	801	1	267	0	538	234
group_3110	WP_025198103	98.837	86	1	0	264	7	1	86	6.57e-52	177	29461
group_3114	WP_006149482	100	129	0	0	387	1	442	570	1.6e-64	220	29459
group_3116	WP_002965039	100	94	0	0	1	282	28	121	1.16e-63	197	234
group_3117	WP_038416243	100	145	0	0	435	1	1	145	2.25e-99	298	36855
group_3118	WP_008934890	100	68	0	0	234	31	1	68	1.81e-38	138	2632610
group_3120	WP_019444060	96.154	52	2	0	156	1	313	364	1.3e-23	100	235
group_3120	WP_004683680	96.154	52	2	0	156	1	313	364	1.3e-23	100	234
group_3121	WP_076770551	100	47	0	0	141	1	210	256	1.55e-22	97.4	2632610
group_3123	WP_005978419	100	123	0	0	1	369	1	123	1.86e-82	252	236
group_3124	WP_154142755	100	34	0	0	111	10	123	156	3.6e-17	80.1	2632610
group_3125	WP_138143571	100	81	0	0	1	243	186	266	4.22e-48	162	1149953
group_3126	WP_002963633	93.003	343	13	2	4	1002	5	346	0	636	234
group_3126	WP_004683139	93.003	343	13	2	4	1002	5	346	0	636	234
group_3128	WP_002975845	100	123	0	0	378	10	1	123	2.71e-70	224	235
group_3129	WP_006136444	100	64	0	0	194	3	1	64	9.57e-35	132	29459
group_3129	WP_006144671	100	64	0	0	194	3	1	64	9.57e-35	132	29459
group_3131	WP_005978177	99.048	105	1	0	315	1	32	136	2.76e-41	142	236
group_3132	WP_138144186	100	53	0	0	171	13	1	53	1.93e-27	110	1149953
group_3133	WP_022710154	97.727	176	4	0	528	1	233	408	2.06e-109	328	1201036
group_3134	WP_022583545	100	57	0	0	375	205	173	229	2.61e-30	118	235
group_3135	WP_141049130	93.651	63	4	0	236	48	56	118	4.41e-35	125	29459
group_3136	WP_011005108	100	79	0	0	261	25	87	165	9.7e-47	157	234
group_3137	WP_075630097	98.824	85	1	0	282	28	19	103	1.88e-51	172	2632610
group_3139	WP_143254953	100	99	0	0	297	1	56	154	3.15e-63	204	235
group_314	WP_002965117	99.688	321	1	0	1	963	1	321	0	548	234
group_3140	WP_179947164	97.531	162	4	0	1	486	1	162	1.02e-109	318	1844051
group_3141	WP_006142512	100	145	0	0	483	49	5	149	7.8e-79	251	29459
group_3142	WP_185920381	92.982	57	4	0	365	195	4	60	1.42e-33	111	2762599
group_3143	WP_057056815	100	160	0	0	480	1	18	177	1.2e-113	333	235
group_3144	WP_075604149	100	81	0	0	1	243	12	92	9.44e-50	162	234
group_3145	WP_076781207	97.849	93	2	0	279	1	52	144	5.53e-70	183	1149952
group_3146	WP_002971412	96.774	62	2	0	186	1	1	62	6.57e-16	79.3	234
group_3147	WP_217678636	100	99	0	0	1	297	31	129	2.45e-66	205	2706015
group_3148	WP_002964334	98.87	177	2	0	1	531	1	177	1.59e-125	362	234
group_3149	WP_004683905	100	85	0	0	255	1	1	85	9.78e-55	175	234
group_3151	WP_102207965	100	86	0	0	258	1	3	88	1.84e-56	180	29459
group_3153	WP_029645057	100	86	0	0	258	1	361	446	3.35e-54	186	235
group_3153	WP_005968454	100	86	0	0	258	1	361	446	3.35e-54	186	234
group_3153	WP_158208972	100	86	0	0	258	1	361	446	3.35e-54	186	29459
group_3153	WP_025198937	100	86	0	0	258	1	361	446	3.35e-54	186	234
group_3153	WP_126982427	100	86	0	0	258	1	361	446	3.35e-54	186	29459
group_3154	WP_002967685	100	113	0	0	339	1	1	113	5.78e-74	234	235
group_3155	WP_154213587	98.485	66	1	0	228	31	69	134	6.7e-39	135	235
group_3156	WP_019443777	100	71	0	0	136	348	1	71	1.44e-55	148	234
group_3157	WP_004683321	100	96	0	0	288	1	1	96	9.07e-44	159	234
group_3158	WP_141068149	100	407	0	0	1	1221	107	513	0	801	29459
group_3158	WP_046722143	100	407	0	0	1	1221	107	513	0	801	29459
group_3158	WP_004683321	100	407	0	0	1	1221	107	513	0	801	234
group_3159	WP_004683334	100	65	0	0	105	299	434	498	9.72e-47	138	234
group_3159	WP_006165234	100	65	0	0	105	299	434	498	9.72e-47	138	1160235
group_3159	WP_006173946	100	65	0	0	105	299	434	498	9.72e-47	138	234
group_3159	WP_006267928	100	65	0	0	105	299	434	498	9.72e-47	138	234
group_3160	WP_006106465	100	59	0	0	1	177	76	134	3.48e-34	122	235
group_3161	WP_025198750	100	224	0	0	43	714	37	260	1.91e-162	459	29460
group_3162	WP_187960498	100	68	0	0	1	204	1	68	7.7e-27	102	2769351
group_3163	WP_002969916	100	83	0	0	249	1	1	83	4.11e-50	173	235
group_3166	WP_206631389	94.167	120	7	0	360	1	34	153	1.84e-77	238	2496779
group_3167	WP_019444209	100	160	0	0	480	1	128	287	1.08e-103	322	235
group_3168	WP_019444209	100	167	0	0	501	1	299	465	1.11e-112	345	235
group_3169	WP_141048864	100	95	0	0	285	1	756	850	1e-55	195	29459
group_3171	WP_014489362	100	88	0	0	264	1	37	124	4.68e-58	183	236
group_3172	WP_127074437	99.597	248	1	0	4	747	1	248	2.14e-171	481	29459
group_3173	WP_129678494	100	137	0	0	1	411	1	137	8e-62	196	2
group_3175	WP_002966670	100	86	0	0	1	258	1	86	2.64e-51	165	234
group_3176	WP_025200734	100	100	0	0	300	1	1	100	1.21e-50	173	235
group_3177	WP_127064436	100	263	0	0	789	1	695	957	3.9e-168	500	29459
group_3178	WP_006185392	100	88	0	0	264	1	51	138	4.57e-51	178	234
group_3179	WP_127064436	100	259	0	0	777	1	339	597	3.19e-176	520	29459
group_318	WP_004687667	99.782	458	1	0	1	1374	1	458	0	758	29460
group_318	WP_004689268	99.782	458	1	0	1	1374	1	458	0	758	29461
group_318	WP_023080912	99.782	458	1	0	1	1374	1	458	0	758	1341688
group_3180	WP_006642849	98.693	153	2	0	459	1	1	153	7.01e-93	283	234
group_3181	WP_208016344	100	78	0	0	234	1	13	90	1.62e-48	160	29459
group_3182	WP_002964066	95.122	41	2	0	45	167	6	46	2.11e-20	85.1	234
group_3184	WP_005971299	100	76	0	0	228	1	16	91	4.16e-49	166	234
group_3185	WP_019443304	100	95	0	0	285	1	263	357	1.81e-31	126	235
group_3186	WP_087910688	100	117	0	0	351	1	322	438	2.36e-74	236	29459
group_3187	WP_006190201	100	173	0	0	519	1	1	173	6.5e-117	361	234
group_3188	WP_029689633	100	79	0	0	237	1	1	79	1.48e-51	166	29459
group_3189	WP_019444466	100	164	0	0	492	1	1	164	3e-118	341	29459
group_3190	WP_049595881	100	61	0	0	183	1	26	86	3.6e-35	129	36855
group_3192	WP_076771450	99.138	348	3	0	1044	1	1	348	0	622	2632610
group_3193	WP_029077343	100	92	0	0	276	1	1	92	8.2e-60	192	29459
group_3194	WP_138145049	100	148	0	0	444	1	248	395	1.42e-98	305	1149953
group_3195	WP_029077344	100	84	0	0	297	46	1	84	4.81e-41	146	29459
group_3196	WP_154142457	98.78	82	1	0	246	1	106	187	2.04e-48	161	1844045
group_3197	WP_032452260	100	80	0	0	240	1	1	80	5.66e-53	169	29459
group_3198	WP_206736411	100	196	0	0	588	1	48	243	7.41e-140	400	36855
group_3199	WP_004686157	100	177	0	0	531	1	184	360	7.86e-120	354	234
group_32	WP_004684290	99.938	1600	1	0	1	4800	1	1600	0	3045	234
group_320	WP_002963736	100	397	0	0	1	1191	1	397	0	803	234
group_3200	WP_029077362	100	125	0	0	375	1	1	125	6.42e-86	258	29459
group_3201	WP_029077366	100	144	0	0	432	1	1	144	8.67e-97	291	29459
group_3202	WP_029077366	100	102	0	0	306	1	182	283	1.83e-62	201	29459
group_3203	WP_032452281	100	271	0	0	813	1	1	271	4.72e-174	496	29459
group_3204	WP_029077388	100	80	0	0	240	1	410	489	1.54e-47	168	29459
group_3205	WP_029077388	100	168	0	0	506	3	1	168	8.02e-112	340	29459
group_3206	WP_032452289	100	70	0	0	210	1	1	70	1.69e-27	105	29459
group_3207	WP_029077411	100	154	0	0	462	1	1	154	3.42e-107	313	29459
group_3208	WP_017750236	100	383	0	0	1149	1	1	383	0	701	29459
group_3208	WP_029077417	100	383	0	0	1149	1	1	383	0	701	29459
group_3209	WP_032452302	100	291	0	0	873	1	1	291	0	567	29459
group_321	WP_004685520	100	358	0	0	1	1074	1	358	0	669	29459
group_3210	WP_032452305	100	225	0	0	675	1	102	326	1.05e-163	465	29459
group_3211	WP_032452309	100	143	0	0	429	1	1	143	1.62e-80	255	29459
group_3212	WP_032452309	100	191	0	0	573	1	169	359	1.08e-132	387	29459
group_3213	WP_243463667	100	168	0	0	504	1	1	168	5.93e-122	353	29461
group_3214	WP_006116186	100	54	0	0	162	1	118	171	1.17e-30	115	235
group_3215	WP_029077436	100	114	0	0	342	1	68	181	1.35e-56	183	29459
group_3216	WP_029077437	100	173	0	0	519	1	1	173	1.07e-89	273	29459
group_3217	WP_006189966	100	207	0	0	621	1	1	207	1.39e-149	434	234
group_3218	WP_016650533	98.333	60	1	0	198	19	5	64	4.33e-35	125	236
group_3219	WP_006258297	99.231	130	1	0	390	1	247	376	1.11e-60	202	29459
group_322	WP_004685525	100	750	0	0	1	2250	1	750	0	1473	234
group_3220	WP_029077459	100	118	0	0	354	1	1	118	1.29e-76	234	29459
group_3221	WP_032452332	100	112	0	0	336	1	22	133	2e-77	233	29459
group_3222	WP_032452336	100	112	0	0	336	1	34	145	9.13e-63	197	29459
group_3223	WP_004689180	100	80	0	0	240	1	147	226	2.64e-48	165	234
group_3224	WP_004689180	100	114	0	0	342	1	19	132	1.09e-75	236	234
group_3225	WP_244442763	100	119	0	0	357	1	1	119	2.17e-83	249	29459
group_3226	WP_029077479	100	258	0	0	828	55	387	644	8.42e-173	502	29459
group_3227	WP_155116021	97.436	78	2	0	7	240	47	124	2.63e-48	158	29461
group_3228	WP_004687700	100	112	0	0	336	1	170	281	1.39e-74	233	29460
group_3229	WP_113722155	100	41	0	0	123	1	1	41	9.42e-20	89.4	29460
group_3230	WP_006239377	100	92	0	0	276	1	27	118	9.26e-60	194	235
group_3231	WP_243463593	99.234	261	2	0	783	1	1	261	2.21e-177	504	29461
group_3232	WP_006140982	100	89	0	0	267	1	4	92	4.87e-56	180	29459
group_3233	WP_006196153	100	70	0	0	210	1	1	70	6.3e-38	138	29461
group_3233	WP_004692611	100	70	0	0	210	1	1	70	6.3e-38	138	234
group_3233	WP_008508763	100	70	0	0	210	1	1	70	6.3e-38	138	234
group_3234	WP_004685873	100	76	0	0	228	1	143	218	1.52e-33	127	234
group_3235	WP_006074013	100	104	0	0	312	1	3	106	7.83e-69	216	29461
group_3237	WP_206464575	100	115	0	0	345	1	1	115	7.6e-73	234	29459
group_3239	WP_201771169	100	123	0	0	371	3	1	123	1.24e-82	250	29460
group_3240	WP_182231179	100	151	0	0	453	1	1	151	1.06e-106	318	2691913
group_3241	WP_004687622	100	146	0	0	438	1	304	449	1.68e-95	293	29460
group_3242	WP_004685285	100	432	0	0	1296	1	1	432	0	880	29459
group_3243	WP_006090591	100	219	0	0	657	1	1	219	2.55e-118	358	235
group_3244	WP_008505386	99.468	188	1	0	564	1	3	190	2.59e-99	296	1218315
group_3244	WP_005968467	99.468	188	1	0	564	1	3	190	2.59e-99	296	234
group_3245	WP_127840849	100	88	0	0	264	1	1	88	1.29e-57	182	29459
group_3246	WP_023035628	100	110	0	0	330	1	32	141	3.34e-71	225	235
group_3247	WP_023035632	100	43	0	0	129	1	82	124	7.16e-21	93.6	235
group_3247	WP_141063369	100	43	0	0	129	1	82	124	7.16e-21	93.6	29459
group_3247	WP_008508582	100	43	0	0	129	1	82	124	7.16e-21	93.6	1218315
group_3247	WP_127064419	100	43	0	0	129	1	82	124	7.16e-21	93.6	29459
group_3247	WP_138144692	100	43	0	0	129	1	82	124	7.16e-21	93.6	1149953
group_3247	WP_006227535	100	43	0	0	129	1	82	124	7.16e-21	93.6	235
group_3247	WP_025199585	100	43	0	0	129	1	82	124	7.16e-21	93.6	693750
group_3247	WP_002963764	100	43	0	0	129	1	82	124	7.16e-21	93.6	235
group_3247	WP_004689559	100	43	0	0	129	1	82	124	7.16e-21	93.6	29461
group_3247	WP_105984881	100	43	0	0	129	1	82	124	7.16e-21	93.6	2025889
group_3247	WP_002966727	100	43	0	0	129	1	82	124	7.16e-21	93.6	234
group_3247	WP_004683330	100	43	0	0	129	1	82	124	7.16e-21	93.6	234
group_3247	WP_070997839	100	43	0	0	129	1	82	124	7.16e-21	93.6	1218315
group_3247	WP_004690682	100	43	0	0	129	1	82	124	7.16e-21	93.6	234
group_3247	WP_187960495	100	43	0	0	129	1	82	124	7.16e-21	93.6	2769351
group_3247	WP_141059713	100	43	0	0	129	1	82	124	7.16e-21	93.6	29459
group_3247	WP_154141310	100	43	0	0	129	1	82	124	7.16e-21	93.6	2632610
group_3247	WP_006195402	100	43	0	0	129	1	82	124	7.16e-21	93.6	29461
group_3247	WP_115026939	100	43	0	0	129	1	82	124	7.16e-21	93.6	36855
group_3247	WP_006106450	100	43	0	0	129	1	82	124	7.16e-21	93.6	235
group_3247	WP_006224122	100	43	0	0	129	1	82	124	7.16e-21	93.6	235
group_3247	WP_160377186	100	43	0	0	129	1	82	124	7.16e-21	93.6	29459
group_3247	WP_004685515	100	43	0	0	129	1	82	124	7.16e-21	93.6	29459
group_3247	WP_069714170	100	43	0	0	129	1	82	124	7.16e-21	93.6	2632610
group_3247	WP_153528034	100	43	0	0	129	1	82	124	7.16e-21	93.6	2592625
